,record_id,label,classifier,querier,balancer,feature_extractor,training_set,time,note,tags,user_id
5132,2661,0,svm,max,balanced,tfidf,5132,1750427529.3573158,,,
5133,7971,0,svm,max,balanced,tfidf,5133,1750427529.416553,,,
5134,1162,0,svm,max,balanced,tfidf,5134,1750427529.4666817,,,
5135,7293,0,svm,max,balanced,tfidf,5135,1750427529.5238755,,,
5136,7043,0,svm,max,balanced,tfidf,5136,1750427529.56986,,,
5137,801,0,svm,max,balanced,tfidf,5137,1750427529.6300302,,,
5138,2909,0,svm,max,balanced,tfidf,5138,1750427529.6830816,,,
5139,6632,0,svm,max,balanced,tfidf,5139,1750427529.7426336,,,
5140,4270,0,svm,max,balanced,tfidf,5140,1750427529.79699,,,
5141,1512,0,svm,max,balanced,tfidf,5141,1750427529.8535676,,,
5142,360,0,svm,max,balanced,tfidf,5142,1750427529.9042203,,,
5143,5002,0,svm,max,balanced,tfidf,5143,1750427529.9670446,,,
5144,3764,0,svm,max,balanced,tfidf,5144,1750427530.0193992,,,
5145,5312,0,svm,max,balanced,tfidf,5145,1750427530.0875251,,,
5146,4088,0,svm,max,balanced,tfidf,5146,1750427530.144817,,,
5147,3392,0,svm,max,balanced,tfidf,5147,1750427530.2090392,,,
5148,6441,0,svm,max,balanced,tfidf,5148,1750427530.2628708,,,
5149,5108,0,svm,max,balanced,tfidf,5149,1750427530.326881,,,
5150,6487,0,svm,max,balanced,tfidf,5150,1750427530.3817155,,,
5151,7047,0,svm,max,balanced,tfidf,5151,1750427530.4455304,,,
5152,5758,0,svm,max,balanced,tfidf,5152,1750427530.5053358,,,
5153,5607,0,svm,max,balanced,tfidf,5153,1750427530.5772495,,,
5154,3412,0,svm,max,balanced,tfidf,5154,1750427530.6428645,,,
5155,894,0,svm,max,balanced,tfidf,5155,1750427530.7178955,,,
5156,7876,0,svm,max,balanced,tfidf,5156,1750427530.7751117,,,
5157,343,0,svm,max,balanced,tfidf,5157,1750427530.8417547,,,
5158,5020,0,svm,max,balanced,tfidf,5158,1750427530.900977,,,
5159,6380,0,svm,max,balanced,tfidf,5159,1750427530.9653668,,,
5160,1029,0,svm,max,balanced,tfidf,5160,1750427531.0229945,,,
5161,2451,0,svm,max,balanced,tfidf,5161,1750427531.0854487,,,
5162,4834,0,svm,max,balanced,tfidf,5162,1750427531.141964,,,
5163,5210,0,svm,max,balanced,tfidf,5163,1750427531.2036192,,,
5164,2906,0,svm,max,balanced,tfidf,5164,1750427531.2605503,,,
5165,6024,0,svm,max,balanced,tfidf,5165,1750427531.3211052,,,
5166,2378,0,svm,max,balanced,tfidf,5166,1750427531.3765717,,,
5167,5449,0,svm,max,balanced,tfidf,5167,1750427531.437725,,,
5168,195,0,svm,max,balanced,tfidf,5168,1750427531.4953575,,,
5169,4648,0,svm,max,balanced,tfidf,5169,1750427531.5557706,,,
5170,6676,0,svm,max,balanced,tfidf,5170,1750427531.613052,,,
5171,7860,0,svm,max,balanced,tfidf,5171,1750427531.679131,,,
5172,8123,0,svm,max,balanced,tfidf,5172,1750427531.738773,,,
5173,2420,0,svm,max,balanced,tfidf,5173,1750427531.8041317,,,
5174,8653,0,svm,max,balanced,tfidf,5174,1750427531.860994,,,
5175,4699,0,svm,max,balanced,tfidf,5175,1750427531.9271781,,,
5176,7646,0,svm,max,balanced,tfidf,5176,1750427532.0044136,,,
5177,3204,0,svm,max,balanced,tfidf,5177,1750427532.0686355,,,
5178,3417,0,svm,max,balanced,tfidf,5178,1750427532.1239169,,,
5179,8128,0,svm,max,balanced,tfidf,5179,1750427532.1884077,,,
5180,6631,0,svm,max,balanced,tfidf,5180,1750427532.2443194,,,
5181,5373,0,svm,max,balanced,tfidf,5181,1750427532.3082776,,,
5182,202,0,svm,max,balanced,tfidf,5182,1750427532.3639462,,,
5183,8749,0,svm,max,balanced,tfidf,5183,1750427532.4307845,,,
5184,6444,0,svm,max,balanced,tfidf,5184,1750427532.4882913,,,
5185,4748,0,svm,max,balanced,tfidf,5185,1750427532.5534036,,,
5186,1905,0,svm,max,balanced,tfidf,5186,1750427532.618338,,,
5187,3853,0,svm,max,balanced,tfidf,5187,1750427532.691473,,,
5188,3824,0,svm,max,balanced,tfidf,5188,1750427532.750868,,,
5189,7249,0,svm,max,balanced,tfidf,5189,1750427532.8170068,,,
5190,6490,0,svm,max,balanced,tfidf,5190,1750427532.8762248,,,
5191,6342,0,svm,max,balanced,tfidf,5191,1750427532.9439888,,,
5192,939,0,svm,max,balanced,tfidf,5192,1750427533.0006227,,,
5193,5833,0,svm,max,balanced,tfidf,5193,1750427533.0658216,,,
5194,4991,0,svm,max,balanced,tfidf,5194,1750427533.1251569,,,
5195,4364,0,svm,max,balanced,tfidf,5195,1750427533.1926281,,,
5196,8714,0,svm,max,balanced,tfidf,5196,1750427533.2512307,,,
5197,420,0,svm,max,balanced,tfidf,5197,1750427533.3151011,,,
5198,5189,0,svm,max,balanced,tfidf,5198,1750427533.375566,,,
5199,1956,0,svm,max,balanced,tfidf,5199,1750427533.4367344,,,
5200,7894,0,svm,max,balanced,tfidf,5200,1750427533.493658,,,
5201,4329,0,svm,max,balanced,tfidf,5201,1750427533.5559616,,,
5202,5357,0,svm,max,balanced,tfidf,5202,1750427533.6124346,,,
5203,622,0,svm,max,balanced,tfidf,5203,1750427533.6746123,,,
5204,3277,0,svm,max,balanced,tfidf,5204,1750427533.731242,,,
5205,843,0,svm,max,balanced,tfidf,5205,1750427533.7962782,,,
5206,6904,0,svm,max,balanced,tfidf,5206,1750427533.8529384,,,
5207,3426,0,svm,max,balanced,tfidf,5207,1750427533.9016247,,,
5208,7974,0,svm,max,balanced,tfidf,5208,1750427533.9461002,,,
5209,504,0,svm,max,balanced,tfidf,5209,1750427533.994296,,,
5210,5451,0,svm,max,balanced,tfidf,5210,1750427534.0590768,,,
5211,1678,0,svm,max,balanced,tfidf,5211,1750427534.1034458,,,
5212,3955,0,svm,max,balanced,tfidf,5212,1750427534.1898556,,,
5213,4467,0,svm,max,balanced,tfidf,5213,1750427534.2515972,,,
5214,4489,0,svm,max,balanced,tfidf,5214,1750427534.3092906,,,
5215,7942,0,svm,max,balanced,tfidf,5215,1750427534.3679202,,,
5216,5680,0,svm,max,balanced,tfidf,5216,1750427534.4241989,,,
5217,6175,0,svm,max,balanced,tfidf,5217,1750427534.470145,,,
5218,6953,0,svm,max,balanced,tfidf,5218,1750427534.5340946,,,
5219,7889,0,svm,max,balanced,tfidf,5219,1750427534.584827,,,
5220,6796,0,svm,max,balanced,tfidf,5220,1750427534.6915712,,,
5221,8769,0,svm,max,balanced,tfidf,5221,1750427534.8046257,,,
5222,2916,0,svm,max,balanced,tfidf,5222,1750427534.8818898,,,
5223,2563,0,svm,max,balanced,tfidf,5223,1750427534.9601507,,,
5224,4645,0,svm,max,balanced,tfidf,5224,1750427535.0416095,,,
5225,8053,0,svm,max,balanced,tfidf,5225,1750427535.1118808,,,
5226,6932,0,svm,max,balanced,tfidf,5226,1750427535.1913865,,,
5227,7186,0,svm,max,balanced,tfidf,5227,1750427535.2531087,,,
5228,6467,0,svm,max,balanced,tfidf,5228,1750427535.319487,,,
5229,2510,0,svm,max,balanced,tfidf,5229,1750427535.385628,,,
5230,8463,0,svm,max,balanced,tfidf,5230,1750427535.4691064,,,
5231,5710,0,svm,max,balanced,tfidf,5231,1750427535.534116,,,
5232,8294,0,svm,max,balanced,tfidf,5232,1750427535.6032557,,,
5233,3483,0,svm,max,balanced,tfidf,5233,1750427535.6769488,,,
5234,2806,0,svm,max,balanced,tfidf,5234,1750427535.7585204,,,
5235,1807,0,svm,max,balanced,tfidf,5235,1750427535.8370013,,,
5236,2241,0,svm,max,balanced,tfidf,5236,1750427535.9212043,,,
5237,6179,0,svm,max,balanced,tfidf,5237,1750427536.009152,,,
5238,8575,0,svm,max,balanced,tfidf,5238,1750427536.0858872,,,
5239,4816,0,svm,max,balanced,tfidf,5239,1750427536.1573858,,,
5240,719,0,svm,max,balanced,tfidf,5240,1750427536.2286208,,,
5241,8613,0,svm,max,balanced,tfidf,5241,1750427536.3002367,,,
5242,1025,0,svm,max,balanced,tfidf,5242,1750427536.3733003,,,
5243,4869,0,svm,max,balanced,tfidf,5243,1750427536.4408588,,,
5244,6460,0,svm,max,balanced,tfidf,5244,1750427536.5136013,,,
5245,2202,0,svm,max,balanced,tfidf,5245,1750427536.579381,,,
5246,4144,0,svm,max,balanced,tfidf,5246,1750427536.6406796,,,
5247,861,0,svm,max,balanced,tfidf,5247,1750427536.7022767,,,
5248,473,0,svm,max,balanced,tfidf,5248,1750427536.7720635,,,
5249,8189,0,svm,max,balanced,tfidf,5249,1750427536.8352935,,,
5250,5918,0,svm,max,balanced,tfidf,5250,1750427536.8945127,,,
5251,7190,0,svm,max,balanced,tfidf,5251,1750427536.948387,,,
5252,135,0,svm,max,balanced,tfidf,5252,1750427537.0173898,,,
5253,270,0,svm,max,balanced,tfidf,5253,1750427537.0765831,,,
5254,7930,0,svm,max,balanced,tfidf,5254,1750427537.1472723,,,
5255,6728,0,svm,max,balanced,tfidf,5255,1750427537.2144325,,,
5256,4385,0,svm,max,balanced,tfidf,5256,1750427537.2767932,,,
5257,2663,0,svm,max,balanced,tfidf,5257,1750427537.3398592,,,
5258,7394,0,svm,max,balanced,tfidf,5258,1750427537.410757,,,
5259,3111,0,svm,max,balanced,tfidf,5259,1750427537.4641075,,,
5260,7995,0,svm,max,balanced,tfidf,5260,1750427537.5259373,,,
5261,4609,0,svm,max,balanced,tfidf,5261,1750427537.5810134,,,
5262,417,0,svm,max,balanced,tfidf,5262,1750427537.6407337,,,
5263,6669,0,svm,max,balanced,tfidf,5263,1750427537.6847565,,,
5264,1927,0,svm,max,balanced,tfidf,5264,1750427537.7451081,,,
5265,2369,0,svm,max,balanced,tfidf,5265,1750427537.8012981,,,
5266,4680,0,svm,max,balanced,tfidf,5266,1750427537.867282,,,
5267,443,0,svm,max,balanced,tfidf,5267,1750427537.9259605,,,
5268,1691,0,svm,max,balanced,tfidf,5268,1750427537.9960814,,,
5269,3793,0,svm,max,balanced,tfidf,5269,1750427538.0471787,,,
5270,5893,0,svm,max,balanced,tfidf,5270,1750427538.1131766,,,
5271,778,0,svm,max,balanced,tfidf,5271,1750427538.1605935,,,
5272,815,0,svm,max,balanced,tfidf,5272,1750427538.2348483,,,
5273,340,0,svm,max,balanced,tfidf,5273,1750427538.3154888,,,
5274,8426,0,svm,max,balanced,tfidf,5274,1750427538.4400976,,,
5275,899,0,svm,max,balanced,tfidf,5275,1750427538.5553007,,,
5276,1871,0,svm,max,balanced,tfidf,5276,1750427538.653439,,,
5277,1401,0,svm,max,balanced,tfidf,5277,1750427538.7560027,,,
5278,6818,0,svm,max,balanced,tfidf,5278,1750427538.8621247,,,
5279,4921,0,svm,max,balanced,tfidf,5279,1750427538.9406028,,,
5280,2243,0,svm,max,balanced,tfidf,5280,1750427539.0149615,,,
5281,6919,0,svm,max,balanced,tfidf,5281,1750427539.095796,,,
5282,8708,0,svm,max,balanced,tfidf,5282,1750427539.1733797,,,
5283,5613,0,svm,max,balanced,tfidf,5283,1750427539.2414892,,,
5284,7164,0,svm,max,balanced,tfidf,5284,1750427539.2980409,,,
5285,6945,0,svm,max,balanced,tfidf,5285,1750427539.360162,,,
5286,8561,0,svm,max,balanced,tfidf,5286,1750427539.428768,,,
5287,7490,0,svm,max,balanced,tfidf,5287,1750427539.5204067,,,
5288,2170,0,svm,max,balanced,tfidf,5288,1750427539.6056118,,,
5289,6720,0,svm,max,balanced,tfidf,5289,1750427539.7024343,,,
5290,8159,0,svm,max,balanced,tfidf,5290,1750427539.7978594,,,
5291,1020,0,svm,max,balanced,tfidf,5291,1750427539.9154744,,,
5292,4763,0,svm,max,balanced,tfidf,5292,1750427540.0156112,,,
5293,4327,0,svm,max,balanced,tfidf,5293,1750427540.1014738,,,
5294,442,0,svm,max,balanced,tfidf,5294,1750427540.2003813,,,
5295,3643,0,svm,max,balanced,tfidf,5295,1750427540.279543,,,
5296,8088,0,svm,max,balanced,tfidf,5296,1750427540.3519762,,,
5297,8642,0,svm,max,balanced,tfidf,5297,1750427540.424814,,,
5298,2972,0,svm,max,balanced,tfidf,5298,1750427540.508568,,,
5299,6485,0,svm,max,balanced,tfidf,5299,1750427540.5676298,,,
5300,1434,0,svm,max,balanced,tfidf,5300,1750427540.6332743,,,
5301,4912,0,svm,max,balanced,tfidf,5301,1750427540.690393,,,
5302,4179,0,svm,max,balanced,tfidf,5302,1750427540.7822964,,,
5303,5654,0,svm,max,balanced,tfidf,5303,1750427540.8666072,,,
5304,2269,0,svm,max,balanced,tfidf,5304,1750427540.9441957,,,
5305,6824,0,svm,max,balanced,tfidf,5305,1750427541.0151052,,,
5306,7435,0,svm,max,balanced,tfidf,5306,1750427541.1037638,,,
5307,508,0,svm,max,balanced,tfidf,5307,1750427541.1816027,,,
5308,7715,0,svm,max,balanced,tfidf,5308,1750427541.2465663,,,
5309,3059,0,svm,max,balanced,tfidf,5309,1750427541.3012173,,,
5310,758,0,svm,max,balanced,tfidf,5310,1750427541.3700113,,,
5311,6434,0,svm,max,balanced,tfidf,5311,1750427541.4277482,,,
5312,5789,0,svm,max,balanced,tfidf,5312,1750427541.491245,,,
5313,8508,0,svm,max,balanced,tfidf,5313,1750427541.5528674,,,
5314,4045,0,svm,max,balanced,tfidf,5314,1750427541.6173732,,,
5315,5530,0,svm,max,balanced,tfidf,5315,1750427541.6708627,,,
5316,8290,0,svm,max,balanced,tfidf,5316,1750427541.73172,,,
5317,1193,0,svm,max,balanced,tfidf,5317,1750427541.782768,,,
5318,8568,0,svm,max,balanced,tfidf,5318,1750427541.8534248,,,
5319,747,0,svm,max,balanced,tfidf,5319,1750427541.905362,,,
5320,7297,0,svm,max,balanced,tfidf,5320,1750427541.9634304,,,
5321,470,0,svm,max,balanced,tfidf,5321,1750427542.0178726,,,
5322,2326,0,svm,max,balanced,tfidf,5322,1750427542.080014,,,
5323,320,0,svm,max,balanced,tfidf,5323,1750427542.1374156,,,
5324,1039,0,svm,max,balanced,tfidf,5324,1750427542.2026966,,,
5325,322,0,svm,max,balanced,tfidf,5325,1750427542.2552018,,,
5326,4724,0,svm,max,balanced,tfidf,5326,1750427542.310251,,,
5327,2833,0,svm,max,balanced,tfidf,5327,1750427542.3646262,,,
5328,7958,0,svm,max,balanced,tfidf,5328,1750427542.4282446,,,
5329,3422,0,svm,max,balanced,tfidf,5329,1750427542.4801345,,,
5330,4413,0,svm,max,balanced,tfidf,5330,1750427542.5432215,,,
5331,7933,0,svm,max,balanced,tfidf,5331,1750427542.5995948,,,
5332,1679,0,svm,max,balanced,tfidf,5332,1750427542.661633,,,
5333,5354,0,svm,max,balanced,tfidf,5333,1750427542.7167087,,,
5334,7219,0,svm,max,balanced,tfidf,5334,1750427542.7706597,,,
5335,7267,0,svm,max,balanced,tfidf,5335,1750427542.8289025,,,
5336,6771,0,svm,max,balanced,tfidf,5336,1750427542.8913617,,,
5337,629,0,svm,max,balanced,tfidf,5337,1750427542.9395268,,,
5338,6442,0,svm,max,balanced,tfidf,5338,1750427542.9993503,,,
5339,5186,0,svm,max,balanced,tfidf,5339,1750427543.0433178,,,
5340,1158,0,svm,max,balanced,tfidf,5340,1750427543.0968108,,,
5341,8657,0,svm,max,balanced,tfidf,5341,1750427543.1497118,,,
5342,824,0,svm,max,balanced,tfidf,5342,1750427543.207902,,,
5343,6412,0,svm,max,balanced,tfidf,5343,1750427543.2638397,,,
5344,1547,0,svm,max,balanced,tfidf,5344,1750427543.3242452,,,
5345,253,0,svm,max,balanced,tfidf,5345,1750427543.387073,,,
5346,2073,0,svm,max,balanced,tfidf,5346,1750427543.45714,,,
5347,2649,0,svm,max,balanced,tfidf,5347,1750427543.5176122,,,
5348,1949,0,svm,max,balanced,tfidf,5348,1750427543.5944688,,,
5349,7065,0,svm,max,balanced,tfidf,5349,1750427543.6578104,,,
5350,3079,0,svm,max,balanced,tfidf,5350,1750427543.723418,,,
5351,1097,0,svm,max,balanced,tfidf,5351,1750427543.7764504,,,
5352,6404,0,svm,max,balanced,tfidf,5352,1750427543.8345256,,,
5353,6806,0,svm,max,balanced,tfidf,5353,1750427543.8893468,,,
5354,1952,0,svm,max,balanced,tfidf,5354,1750427543.9487994,,,
5355,4632,0,svm,max,balanced,tfidf,5355,1750427544.0038593,,,
5356,3297,0,svm,max,balanced,tfidf,5356,1750427544.065185,,,
5357,909,0,svm,max,balanced,tfidf,5357,1750427544.1174448,,,
5358,306,0,svm,max,balanced,tfidf,5358,1750427544.1767843,,,
5359,1846,0,svm,max,balanced,tfidf,5359,1750427544.2307837,,,
5360,5851,0,svm,max,balanced,tfidf,5360,1750427544.2969463,,,
5361,2188,0,svm,max,balanced,tfidf,5361,1750427544.3490434,,,
5362,8311,0,svm,max,balanced,tfidf,5362,1750427544.4071705,,,
5363,3969,0,svm,max,balanced,tfidf,5363,1750427544.4603522,,,
5364,3409,0,svm,max,balanced,tfidf,5364,1750427544.5241125,,,
5365,1056,0,svm,max,balanced,tfidf,5365,1750427544.5772538,,,
5366,2321,0,svm,max,balanced,tfidf,5366,1750427544.6412156,,,
5367,4095,0,svm,max,balanced,tfidf,5367,1750427544.7007737,,,
5368,608,0,svm,max,balanced,tfidf,5368,1750427544.7761252,,,
5369,3803,0,svm,max,balanced,tfidf,5369,1750427544.8373978,,,
5370,6335,0,svm,max,balanced,tfidf,5370,1750427544.9103122,,,
5371,3910,0,svm,max,balanced,tfidf,5371,1750427544.9980943,,,
5372,490,0,svm,max,balanced,tfidf,5372,1750427545.0842128,,,
5373,2175,0,svm,max,balanced,tfidf,5373,1750427545.157165,,,
5374,8473,0,svm,max,balanced,tfidf,5374,1750427545.2307436,,,
5375,7573,0,svm,max,balanced,tfidf,5375,1750427545.2897718,,,
5376,4760,0,svm,max,balanced,tfidf,5376,1750427545.3574872,,,
5377,3681,0,svm,max,balanced,tfidf,5377,1750427545.415795,,,
5378,571,0,svm,max,balanced,tfidf,5378,1750427545.4785595,,,
5379,7681,0,svm,max,balanced,tfidf,5379,1750427545.5355163,,,
5380,5993,0,svm,max,balanced,tfidf,5380,1750427545.617732,,,
5381,8750,0,svm,max,balanced,tfidf,5381,1750427545.693539,,,
5382,6219,0,svm,max,balanced,tfidf,5382,1750427545.758106,,,
5383,6168,0,svm,max,balanced,tfidf,5383,1750427545.8136516,,,
5384,2265,0,svm,max,balanced,tfidf,5384,1750427545.8773377,,,
5385,6840,0,svm,max,balanced,tfidf,5385,1750427545.9349248,,,
5386,5558,0,svm,max,balanced,tfidf,5386,1750427546.007592,,,
5387,4202,0,svm,max,balanced,tfidf,5387,1750427546.0694828,,,
5388,3299,0,svm,max,balanced,tfidf,5388,1750427546.1467285,,,
5389,6054,0,svm,max,balanced,tfidf,5389,1750427546.2058506,,,
5390,5834,0,svm,max,balanced,tfidf,5390,1750427546.2781403,,,
5391,1795,0,svm,max,balanced,tfidf,5391,1750427546.3309033,,,
5392,7956,0,svm,max,balanced,tfidf,5392,1750427546.3902872,,,
5393,6273,0,svm,max,balanced,tfidf,5393,1750427546.446908,,,
5394,8460,0,svm,max,balanced,tfidf,5394,1750427546.5066469,,,
5395,1472,0,svm,max,balanced,tfidf,5395,1750427546.5611305,,,
5396,111,0,svm,max,balanced,tfidf,5396,1750427546.6233106,,,
5397,5793,0,svm,max,balanced,tfidf,5397,1750427546.677473,,,
5398,7637,0,svm,max,balanced,tfidf,5398,1750427546.742136,,,
5399,6947,0,svm,max,balanced,tfidf,5399,1750427546.7973654,,,
5400,2137,0,svm,max,balanced,tfidf,5400,1750427546.8573425,,,
5401,5419,0,svm,max,balanced,tfidf,5401,1750427546.912616,,,
5402,6492,0,svm,max,balanced,tfidf,5402,1750427546.972644,,,
5403,1153,0,svm,max,balanced,tfidf,5403,1750427547.0281582,,,
5404,6144,0,svm,max,balanced,tfidf,5404,1750427547.0963318,,,
5405,4661,0,svm,max,balanced,tfidf,5405,1750427547.1510358,,,
5406,3895,0,svm,max,balanced,tfidf,5406,1750427547.2158551,,,
5407,3290,0,svm,max,balanced,tfidf,5407,1750427547.26787,,,
5408,78,0,svm,max,balanced,tfidf,5408,1750427547.329943,,,
5409,2855,0,svm,max,balanced,tfidf,5409,1750427547.3860638,,,
5410,7327,0,svm,max,balanced,tfidf,5410,1750427547.4519696,,,
5411,8543,0,svm,max,balanced,tfidf,5411,1750427547.5114887,,,
5412,6792,0,svm,max,balanced,tfidf,5412,1750427547.5874667,,,
5413,7049,0,svm,max,balanced,tfidf,5413,1750427547.6526678,,,
5414,6803,0,svm,max,balanced,tfidf,5414,1750427547.7210498,,,
5415,864,0,svm,max,balanced,tfidf,5415,1750427547.7793145,,,
5416,5997,0,svm,max,balanced,tfidf,5416,1750427547.8408918,,,
5417,3286,0,svm,max,balanced,tfidf,5417,1750427547.8980644,,,
5418,539,0,svm,max,balanced,tfidf,5418,1750427547.9599533,,,
5419,2322,0,svm,max,balanced,tfidf,5419,1750427548.0135386,,,
5420,6877,0,svm,max,balanced,tfidf,5420,1750427548.072949,,,
5421,3096,0,svm,max,balanced,tfidf,5421,1750427548.129764,,,
5422,2860,0,svm,max,balanced,tfidf,5422,1750427548.192296,,,
5423,6139,0,svm,max,balanced,tfidf,5423,1750427548.2493684,,,
5424,4986,0,svm,max,balanced,tfidf,5424,1750427548.31706,,,
5425,5952,0,svm,max,balanced,tfidf,5425,1750427548.395061,,,
5426,5245,0,svm,max,balanced,tfidf,5426,1750427548.4669127,,,
5427,4844,0,svm,max,balanced,tfidf,5427,1750427548.533084,,,
5428,5995,0,svm,max,balanced,tfidf,5428,1750427548.6181395,,,
5429,5258,0,svm,max,balanced,tfidf,5429,1750427548.6805902,,,
5430,7054,0,svm,max,balanced,tfidf,5430,1750427548.7465658,,,
5431,1265,0,svm,max,balanced,tfidf,5431,1750427548.8050048,,,
5432,441,0,svm,max,balanced,tfidf,5432,1750427548.8669012,,,
5433,4624,0,svm,max,balanced,tfidf,5433,1750427548.9245892,,,
5434,3559,0,svm,max,balanced,tfidf,5434,1750427548.9886024,,,
5435,96,0,svm,max,balanced,tfidf,5435,1750427549.0483718,,,
5436,4375,0,svm,max,balanced,tfidf,5436,1750427549.1109178,,,
5437,1204,0,svm,max,balanced,tfidf,5437,1750427549.170798,,,
5438,5532,0,svm,max,balanced,tfidf,5438,1750427549.2358248,,,
5439,3781,0,svm,max,balanced,tfidf,5439,1750427549.2923853,,,
5440,5593,0,svm,max,balanced,tfidf,5440,1750427549.3574939,,,
5441,606,0,svm,max,balanced,tfidf,5441,1750427549.426375,,,
5442,4379,0,svm,max,balanced,tfidf,5442,1750427549.5024872,,,
5443,5545,0,svm,max,balanced,tfidf,5443,1750427549.5602899,,,
5444,3740,0,svm,max,balanced,tfidf,5444,1750427549.6230211,,,
5445,8620,0,svm,max,balanced,tfidf,5445,1750427549.680238,,,
5446,2526,0,svm,max,balanced,tfidf,5446,1750427549.7553155,,,
5447,8211,0,svm,max,balanced,tfidf,5447,1750427549.8289068,,,
5448,6773,0,svm,max,balanced,tfidf,5448,1750427549.9073725,,,
5449,3336,0,svm,max,balanced,tfidf,5449,1750427549.9713218,,,
5450,8357,0,svm,max,balanced,tfidf,5450,1750427550.0431788,,,
5451,8107,0,svm,max,balanced,tfidf,5451,1750427550.1011124,,,
5452,3626,0,svm,max,balanced,tfidf,5452,1750427550.1638215,,,
5453,7951,0,svm,max,balanced,tfidf,5453,1750427550.2215083,,,
5454,5252,0,svm,max,balanced,tfidf,5454,1750427550.2906065,,,
5455,5798,0,svm,max,balanced,tfidf,5455,1750427550.3686242,,,
5456,3592,0,svm,max,balanced,tfidf,5456,1750427550.4493308,,,
5457,8015,0,svm,max,balanced,tfidf,5457,1750427550.5109727,,,
5458,5491,0,svm,max,balanced,tfidf,5458,1750427550.5757563,,,
5459,1098,0,svm,max,balanced,tfidf,5459,1750427550.644196,,,
5460,303,0,svm,max,balanced,tfidf,5460,1750427550.7135298,,,
5461,6957,0,svm,max,balanced,tfidf,5461,1750427550.77266,,,
5462,708,0,svm,max,balanced,tfidf,5462,1750427550.8367999,,,
5463,2440,0,svm,max,balanced,tfidf,5463,1750427550.8963435,,,
5464,4730,0,svm,max,balanced,tfidf,5464,1750427550.9652796,,,
5465,1875,0,svm,max,balanced,tfidf,5465,1750427551.023681,,,
5466,6587,0,svm,max,balanced,tfidf,5466,1750427551.084952,,,
5467,7142,0,svm,max,balanced,tfidf,5467,1750427551.1466875,,,
5468,517,0,svm,max,balanced,tfidf,5468,1750427551.2072728,,,
5469,5579,0,svm,max,balanced,tfidf,5469,1750427551.266332,,,
5470,1406,0,svm,max,balanced,tfidf,5470,1750427551.3315942,,,
5471,2380,0,svm,max,balanced,tfidf,5471,1750427551.389459,,,
5472,1299,0,svm,max,balanced,tfidf,5472,1750427551.4525528,,,
5473,8402,0,svm,max,balanced,tfidf,5473,1750427551.5109785,,,
5474,3916,0,svm,max,balanced,tfidf,5474,1750427551.5728984,,,
5475,3140,0,svm,max,balanced,tfidf,5475,1750427551.6350105,,,
5476,876,0,svm,max,balanced,tfidf,5476,1750427551.720236,,,
5477,6762,0,svm,max,balanced,tfidf,5477,1750427551.816046,,,
5478,7162,0,svm,max,balanced,tfidf,5478,1750427551.8765068,,,
5479,8417,0,svm,max,balanced,tfidf,5479,1750427551.9253552,,,
5480,2412,0,svm,max,balanced,tfidf,5480,1750427551.9941065,,,
5481,302,0,svm,max,balanced,tfidf,5481,1750427552.0484288,,,
5482,2484,0,svm,max,balanced,tfidf,5482,1750427552.1077318,,,
5483,7430,0,svm,max,balanced,tfidf,5483,1750427552.1722336,,,
5484,5894,0,svm,max,balanced,tfidf,5484,1750427552.2305362,,,
5485,7111,0,svm,max,balanced,tfidf,5485,1750427552.278715,,,
5486,3430,0,svm,max,balanced,tfidf,5486,1750427552.3283677,,,
5487,8725,0,svm,max,balanced,tfidf,5487,1750427552.3768537,,,
5488,6915,0,svm,max,balanced,tfidf,5488,1750427552.4259331,,,
5489,926,0,svm,max,balanced,tfidf,5489,1750427552.4838922,,,
5490,1749,0,svm,max,balanced,tfidf,5490,1750427552.531513,,,
5491,3634,0,svm,max,balanced,tfidf,5491,1750427552.595379,,,
5492,6176,0,svm,max,balanced,tfidf,5492,1750427552.6488922,,,
5493,4018,0,svm,max,balanced,tfidf,5493,1750427552.6979353,,,
5494,7938,0,svm,max,balanced,tfidf,5494,1750427552.756422,,,
5495,5766,0,svm,max,balanced,tfidf,5495,1750427552.8249977,,,
5496,1568,0,svm,max,balanced,tfidf,5496,1750427552.878667,,,
5497,3595,0,svm,max,balanced,tfidf,5497,1750427552.942496,,,
5498,6930,0,svm,max,balanced,tfidf,5498,1750427552.9988704,,,
5499,594,0,svm,max,balanced,tfidf,5499,1750427553.0530455,,,
5500,325,0,svm,max,balanced,tfidf,5500,1750427553.1068316,,,
5501,7676,0,svm,max,balanced,tfidf,5501,1750427553.1758301,,,
5502,3797,0,svm,max,balanced,tfidf,5502,1750427553.2293668,,,
5503,4047,0,svm,max,balanced,tfidf,5503,1750427553.2954435,,,
5504,728,0,svm,max,balanced,tfidf,5504,1750427553.345241,,,
5505,6654,0,svm,max,balanced,tfidf,5505,1750427553.4069302,,,
5506,3788,0,svm,max,balanced,tfidf,5506,1750427553.471855,,,
5507,3295,0,svm,max,balanced,tfidf,5507,1750427553.530478,,,
5508,7476,0,svm,max,balanced,tfidf,5508,1750427553.5828462,,,
5509,5077,0,svm,max,balanced,tfidf,5509,1750427553.641952,,,
5510,1870,0,svm,max,balanced,tfidf,5510,1750427553.6981814,,,
5511,5124,0,svm,max,balanced,tfidf,5511,1750427553.755773,,,
5512,5981,0,svm,max,balanced,tfidf,5512,1750427553.8159246,,,
